FRAME,LOWER BODY,UPPER BODY,PCJ
1,4,4,0.666666667
2,4,3,0.583333333
3,5,4,0.75
4,2,2,0.333333333
5,4,2,0.5
6,1,1,0.166666667
7,5,5,0.833333333
8,3,1,0.333333333
9,5,4,0.75
10,5,6,0.916666667
11,6,6,1.0
12,6,5,0.916666667
13,6,6,1.0
14,6,6,1.0
15,5,6,0.916666667
16,6,6,1.0
17,6,5,0.916666667
18,5,6,0.916666667
19,5,5,0.833333333
20,6,5,0.916666667
21,6,6,1.0
22,6,6,1.0
23,6,6,1.0
24,5,6,0.916666667
25,2,3,0.4166666670000001
26,5,4,0.75
27,6,5,0.916666667
28,6,3,0.75
29,6,3,0.75
30,6,3,0.75
31,6,4,0.833333333
32,6,2,0.666666667
33,6,3,0.75
34,6,4,0.833333333
35,6,4,0.833333333
36,6,6,1.0
37,6,6,1.0
38,6,5,0.916666667
39,6,6,1.0
40,5,5,0.833333333
41,5,4,0.75
42,6,4,0.833333333
43,6,3,0.75
44,6,4,0.833333333
45,6,4,0.833333333
46,5,5,0.833333333
47,5,5,0.833333333
48,5,6,0.916666667
49,2,4,0.5
50,5,6,0.916666667
51,6,4,0.833333333
52,6,2,0.666666667
53,1,0,0.083333333
54,0,0,0.0
55,0,0,0.0
56,0,0,0.0
57,0,0,0.0
58,0,0,0.0
59,0,0,0.0
60,0,0,0.0
61,0,0,0.0
