FRAME,LOWER BODY,UPPER BODY,PCLJ
1,6,4,0.833333333
2,6,5,0.916666667
3,6,5,0.916666667
4,6,5,0.916666667
5,6,4,0.833333333
6,6,4,0.833333333
7,6,4,0.833333333
8,6,3,0.75
9,6,3,0.75
10,6,4,0.833333333
11,6,3,0.75
12,6,3,0.75
13,6,3,0.75
14,6,3,0.75
15,6,3,0.75
16,6,4,0.833333333
17,6,4,0.833333333
18,6,4,0.833333333
19,6,4,0.833333333
20,6,3,0.75
21,6,3,0.75
22,6,3,0.75
23,6,3,0.75
24,6,4,0.833333333
25,6,4,0.833333333
26,6,4,0.833333333
27,6,2,0.666666667
28,6,2,0.666666667
29,5,2,0.583333333
30,5,2,0.583333333
31,6,2,0.666666667
32,6,2,0.666666667
33,6,3,0.75
34,6,2,0.666666667
35,6,1,0.583333333
36,6,2,0.666666667
37,6,2,0.666666667
38,6,1,0.583333333
39,5,1,0.5
40,5,1,0.5
41,3,0,0.25
42,2,0,0.166666667
43,0,0,0
44,3,0,0.25
45,4,0,0.333333333
46,5,0,0.416666667
47,6,0,0.5
48,6,0,0.5
49,5,0,0.416666667
50,3,0,0.25
51,3,0,0.25
52,3,0,0.25
53,3,3,0.5
54,5,0,0.416666667
55,0,0,0
56,0,0,0
57,1,0,0.083333333
58,2,0,0.166666667
59,3,0,0.25
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
