FRAME,LOWER BODY,UPPER BODY,PCJ
1,1,1,0.166666667
2,1,1,0.166666667
3,2,1,0.25
4,2,2,0.333333333
5,2,4,0.5
6,2,3,0.4166666670000001
7,2,2,0.333333333
8,2,2,0.333333333
9,2,1,0.25
10,2,2,0.333333333
11,2,1,0.25
12,2,1,0.25
13,1,2,0.25
14,1,2,0.25
15,2,1,0.25
16,2,1,0.25
17,2,2,0.333333333
18,2,3,0.4166666670000001
19,2,3,0.4166666670000001
20,2,2,0.333333333
21,2,2,0.333333333
22,2,1,0.25
23,3,1,0.333333333
24,3,3,0.5
25,3,1,0.333333333
26,3,1,0.333333333
27,2,0,0.166666667
28,3,2,0.4166666670000001
29,4,1,0.4166666670000001
30,3,0,0.25
31,3,0,0.25
32,3,0,0.25
33,3,1,0.333333333
34,2,1,0.25
35,3,1,0.333333333
36,3,1,0.333333333
37,3,1,0.333333333
38,4,1,0.4166666670000001
39,4,1,0.4166666670000001
40,4,0,0.333333333
41,5,0,0.4166666670000001
42,4,0,0.333333333
43,5,0,0.4166666670000001
44,5,0,0.4166666670000001
45,5,0,0.4166666670000001
46,4,0,0.333333333
47,4,0,0.333333333
48,5,0,0.4166666670000001
49,3,0,0.25
50,5,0,0.4166666670000001
51,0,0,0.0
52,3,1,0.333333333
53,3,0,0.25
54,4,1,0.4166666670000001
55,3,0,0.25
56,3,0,0.25
57,3,0,0.25
58,6,0,0.5
59,6,0,0.5
60,2,0,0.166666667
61,4,0,0.333333333
62,2,0,0.166666667
63,4,0,0.333333333
64,6,1,0.583333333
65,4,1,0.4166666670000001
66,2,0,0.166666667
67,2,0,0.166666667
68,1,2,0.25
69,3,1,0.333333333
